trial_id,run_id,task_id,family,complexity,arm,model,provider,seed,epoch,configured_executor_quality,success,catastrophic,requirement_accuracy,failed_requirement_ids,failure_reasons,terminal_status,candidate_attempts,rejections,accepted_candidate_id,budget_exhausted,total_input_tokens,total_output_tokens,total_reasoning_tokens,total_tokens,total_model_latency_s,end_to_end_latency_s,audit_tp,audit_tn,audit_fp,audit_fn,injected_faults
trial-84cd2182012c313e34,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,0.0,"[""r1""]","[""fault:ordering_violation+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-3df5dda04b87,False,0,0,0,0,0,0.0001338999718427658,0,0,1,0,"[""ordering_violation+forced_requirement_violation""]"
trial-a29c6963f0217cfdd5,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.000276199949439615,0,3,0,0,"[""forbidden_procedure+forced_requirement_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-3bd59b6e7172aa7fa0,decisive-20260831-054125,policy-L1-e7dfa68067a3,policy,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0002750999992713332,0,3,0,0,"[""omitted_requirement"", ""ordering_violation+forced_requirement_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-a4425da95bff3387a3,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.75,"[""r4""]","[""fault:ordering_violation"", ""requirement:r4""]",FAILED,1,0,cand-778e159656f9,False,0,0,0,0,0,0.00015310000162571669,0,0,0,0,"[""ordering_violation""]"
trial-480d113d3c03d4f77e,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.75,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-4ab45336c3c7,False,0,0,0,0,0,0.00018120004096999764,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-38ffb0a3bd1784334c,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.75,"[""r1""]","[""fault:wrong_value+forced_requirement_violation"", ""requirement:r1""]",FAILED,2,1,cand-63865ff7b551,False,0,0,0,0,0,0.0002962999860756099,0,1,1,0,"[""ordering_violation"", ""wrong_value+forced_requirement_violation""]"
trial-8d118415f6ab775147,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.75,"[""r4""]","[""fault:ordering_violation"", ""requirement:r4""]",FAILED,2,1,cand-1912c9d2f8eb,False,0,0,0,0,0,0.0003097999724559486,0,1,1,0,"[""ordering_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-bf59fa583902478d70,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.75,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00035440002102404833,0,3,0,0,"[""ordering_violation"", ""wrong_value"", ""wrong_value+forced_requirement_violation""]"
trial-99efbc7ff12f17d840,decisive-20260831-054125,policy-L2-a7d4d2b3ff88,policy,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.75,"[""r3""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00035659997956827283,0,3,0,0,"[""forbidden_procedure"", ""ordering_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-c917445cede4b2d389,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.8333333333333334,"[""r1""]","[""fault:wrong_value+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-4ace513c7f69,False,0,0,0,0,0,0.00016150000737980008,0,0,0,0,"[""wrong_value+forced_requirement_violation""]"
trial-76f9434f9cc241a743,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.8333333333333334,"[""r6""]","[""fault:ordering_violation"", ""requirement:r6""]",FAILED,1,0,cand-c9bbc540d03a,False,0,0,0,0,0,0.00015199999324977398,0,0,0,0,"[""ordering_violation""]"
trial-c17a43a95003865d26,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8333333333333334,"[""r6""]","[""fault:ordering_violation"", ""requirement:r6""]",FAILED,1,0,cand-8d42ec830c8b,False,0,0,0,0,0,0.00015959999291226268,0,0,0,0,"[""ordering_violation""]"
trial-fb43258558e1469ac5,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.8333333333333334,"[""r1""]","[""fault:wrong_value+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-4ace513c7f69,False,0,0,0,0,0,0.00017100002150982618,0,0,1,0,"[""wrong_value+forced_requirement_violation""]"
trial-151610c1d0879be648,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.8333333333333334,"[""r6""]","[""fault:ordering_violation"", ""requirement:r6""]",FAILED,1,0,cand-c9bbc540d03a,False,0,0,0,0,0,0.00016719999257475138,0,0,1,0,"[""ordering_violation""]"
trial-173ff7bfd5d5408c98,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8333333333333334,"[""r6""]","[""fault:ordering_violation"", ""requirement:r6""]",FAILED,1,0,cand-8d42ec830c8b,False,0,0,0,0,0,0.00016850000247359276,0,0,1,0,"[""ordering_violation""]"
trial-592d1f1f9cabf5e927,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.8333333333333334,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00040229997830465436,0,3,0,0,"[""ordering_violation"", ""unintended_side_effect+forced_requirement_violation""]"
trial-48068084fe5ca5eeec,decisive-20260831-054125,policy-L3-e982dfee40de,policy,3,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8333333333333334,"[""r6""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0003776999656111002,0,3,0,0,"[""ordering_violation""]"
trial-060453a58b38df172e,decisive-20260831-054125,policy-L4-2c8f9d2d44ac,policy,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,True,0.9090909090909091,"[""r10""]","[""fault:forbidden_procedure"", ""requirement:r10""]",FAILED,1,0,cand-1c8ceeeb0f85,False,0,0,0,0,0,0.00021600001491606236,0,0,0,0,"[""forbidden_procedure""]"
trial-a41cdf90cf3be7b90a,decisive-20260831-054125,policy-L4-2c8f9d2d44ac,policy,4,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.9090909090909091,"[""r1""]","[""fault:wrong_value+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-1fb304ee7428,False,0,0,0,0,0,0.00021399999968707561,0,0,0,0,"[""wrong_value+forced_requirement_violation""]"
trial-546e7269ab1d7db11f,decisive-20260831-054125,policy-L4-2c8f9d2d44ac,policy,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.9090909090909091,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,2,1,cand-f81e595b94cb,False,0,0,0,0,0,0.0003856000257655978,0,1,1,0,"[""forbidden_procedure"", ""unintended_side_effect+forced_requirement_violation""]"
trial-d43787c6b7179c19da,decisive-20260831-054125,policy-L4-2c8f9d2d44ac,policy,4,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.9090909090909091,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,3,2,cand-d89b10cad34d,False,0,0,0,0,0,0.0005090000340715051,0,1,1,1,"[""unintended_side_effect+forced_requirement_violation""]"
trial-266ed978056e71e623,decisive-20260831-054125,policy-L4-2c8f9d2d44ac,policy,4,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.9090909090909091,"[""r10""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0005561000434681773,0,3,0,0,"[""forbidden_procedure"", ""unintended_side_effect+forced_requirement_violation""]"
trial-b57f7bff45f96d5b16,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-f64a15c34646,False,0,0,0,0,0,0.00013100000796839595,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-ce84c8cce177f9ebd8,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.0,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-7ccaafdbbee5,False,0,0,0,0,0,0.00011849997099488974,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-88d9f7ca8aa352fa44,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""fault:wrong_value"", ""requirement:r1""]",FAILED,1,0,cand-aa8049d4df6e,False,0,0,0,0,0,0.00010870001278817654,0,0,0,0,"[""wrong_value""]"
trial-5761916c063e40c1c6,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,0.0,"[""r1""]","[""fault:omitted_requirement"", ""requirement:r1""]",FAILED,1,0,cand-69f6554205db,False,0,0,0,0,0,0.00011550000635907054,0,0,0,0,"[""omitted_requirement""]"
trial-acd20cd16a328471d3,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.0,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-f64a15c34646,False,0,0,0,0,0,0.00012839998817071319,0,0,1,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-4b85d2eea51c6e7190,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00028879998717457056,0,3,0,0,"[""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-679a22b915f578cbc4,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""fault:wrong_value"", ""requirement:r1""]",FAILED,2,1,cand-deddcec5ec57,False,0,0,0,0,0,0.00018729997100308537,0,1,1,0,"[""wrong_value""]"
trial-2e32b3407c58a8ff38,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.8,False,False,0.0,"[""r1""]","[""fault:omitted_requirement"", ""requirement:r1""]",FAILED,1,0,cand-69f6554205db,False,0,0,0,0,0,0.00010649999603629112,0,0,1,0,"[""omitted_requirement""]"
trial-8f664d33875d37a1a4,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.95,False,False,1.0,[],"[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0002090999623760581,0,0,0,3,[]
trial-5569de10623e19b98d,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.00031230004969984293,0,3,0,0,"[""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-e2b96e5fc4f3696c91,decisive-20260831-054125,reconciliation-L1-efcfe1ef4f8b,reconciliation,1,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.0,"[""r1""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0002829000004567206,0,3,0,0,"[""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-f6683be97d0f804dba,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.8,"[""r5""]","[""fault:wrong_value"", ""requirement:r5""]",FAILED,1,0,cand-95634d74a546,False,0,0,0,0,0,0.00019320001592859626,0,0,0,0,"[""wrong_value""]"
trial-4c3dc84d479257e3bc,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-795f74148e90,False,0,0,0,0,0,0.0001976999919861555,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-22765266c8a15e2a06,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.8,"[""r1""]","[""fault:omitted_requirement"", ""requirement:r1""]",FAILED,3,2,cand-f33d22643984,False,0,0,0,0,0,0.0004734999965876341,0,1,1,1,"[""omitted_requirement"", ""wrong_value""]"
trial-0751adb1e6cc3d419a,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.8,"[""r4""]","[""fault:wrong_value"", ""requirement:r4""]",FAILED,2,1,cand-c1e04020375e,False,0,0,0,0,0,0.0003215000033378601,0,0,1,1,"[""wrong_value""]"
trial-4e47d46eb853d1d6dd,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-795f74148e90,False,0,0,0,0,0,0.00020539999241009355,0,0,1,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-2e262e86e110bfebc4,decisive-20260831-054125,reconciliation-L2-e6dcae527519,reconciliation,2,F_ORACLE_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.8,"[""r3""]","[""rejected_all""]",REJECTED_ALL,3,3,,False,0,0,0,0,0,0.0006315000355243683,0,3,0,0,"[""unintended_side_effect+forced_requirement_violation"", ""wrong_value""]"
trial-6221d36848fa3f1068,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.875,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-3345401e08b0,False,0,0,0,0,0,0.00027469999622553587,0,0,0,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-54938d10333837e304,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.875,"[""r2""]","[""fault:omitted_requirement"", ""requirement:r2""]",FAILED,1,0,cand-03522ac9fff3,False,0,0,0,0,0,0.0002519999979995191,0,0,0,0,"[""omitted_requirement""]"
trial-a3e0177acf10e416dc,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,C_SYSTEM,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.875,"[""r5""]","[""fault:wrong_value"", ""requirement:r5""]",FAILED,1,0,cand-cfadc5054645,False,0,0,0,0,0,0.00024310004664584994,0,0,0,0,"[""wrong_value""]"
trial-bc823ae1e80a82053e,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.2,False,False,0.875,"[""r1""]","[""fault:unintended_side_effect+forced_requirement_violation"", ""requirement:r1""]",FAILED,1,0,cand-3345401e08b0,False,0,0,0,0,0,0.00027469999622553587,0,0,1,0,"[""unintended_side_effect+forced_requirement_violation""]"
trial-a3b640e0eb7ad7dacb,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.4,False,False,0.875,"[""r2""]","[""fault:omitted_requirement"", ""requirement:r2""]",FAILED,1,0,cand-03522ac9fff3,False,0,0,0,0,0,0.00021470000501722097,0,0,1,0,"[""omitted_requirement""]"
trial-391156c33ca116d54e,decisive-20260831-054125,reconciliation-L3-46d992c2c3ac,reconciliation,3,E_RANDOM_AUDITOR,qwen3.5:9b-q8_0,ollama,101,0,0.6,False,False,0.875,"[""r5""]","[""fault:wrong_value"", ""requirement:r5""]",FAILED,1,0,cand-cfadc5054645,False,0,0,0,0,0,0.0002148000057786703,0,0,1,0,"[""wrong_value""]"
